FID,YEAR_,DISTRICT,COSITE,ROADWAY,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,TruckAADT,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,DESC_FRM,DESC_TO,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
10539,2024,7,102757,10190010,8200,F,F,F,W,F,451,0,0.243,9,0,99.9,5.5,390.7236,N HIMES AVE,NB I-275,10,Hillsborough,7,390.723555854234
10540,2024,1,064000,06000001,80,F,F,F,F,1,19,0,5,9.5,0,60.3,23.7,8118.1258,SR 62,CR 664,06,Hardee,1,8118.12578458366
10541,2024,3,571505,57040027,22000,C,F,F,F,A,880,1.302,2.059,9,0,52.4,4,1220.5447,CHICAGO AVE,SHOPPING,57,Okaloosa,3,1220.54469595874
10542,2024,3,550025,55150000,1850,F,F,F,F,A,205,1.978,7.301,9.5,0,66.1,11.1,8568.9904,US-90/SR10/US HWY 90,CR-151/CROMARTIE RD,55,Leon,3,8568.99044011469
10543,2024,2,720888,72290000,87000,C,F,F,F,F,11832,3.802,6.381,8,0,51.7,13.6,4149.8807,Bridge No-720234,Bridge No-720237,72,Duval,2,4149.88073918194
10544,2024,3,580152,58070000,950,C,F,F,F,F,52,14.328,23.004,9.5,0,55.2,5.5,14016.1715,CR-178/HWY 178,SR-89/HWY 89,58,Santa Rosa,3,14016.1715098697
10545,2024,2,729021,72000086,2100,C,F,F,F,F,42,0,1.653,9,0,54.9,2,2661.2212,1ST ST S,US-90/BEACH BLVD,72,Duval,2,2661.221246607
10546,2024,4,867145,86004000,23500,F,F,F,F,F,1927,5.097,6.457,9,0,53.7,8.2,2186.2877,N/A,N/A,86,Broward,4,2186.28765183225
10547,2024,4,864246,86095041,2500,F,F,F,W,F,203,0,0.293,8,0,99.9,8.1,470.5127,RAMP 86095146,RAMP 86095044,86,Broward,4,470.512679091972
10548,2024,4,862493,86070000,194500,E,F,F,F,F,18867,7.542,9.241,8,0,52.5,9.7,2732.8935,86095060 WB ON,SR-736 DAVIE BLVD,86,Broward,4,2732.89346096977
10549,2024,1,094154,09000011,4500,C,F,F,F,F,1427,0,6.006,9,0,64.3,31.7,9685.4888,WASHINGTON BLVD NE,CR 17/MAIN ST,09,Highlands,1,9685.48879206724
10550,2024,3,530344,53510000,550,F,F,F,F,F,69,0,7.173,9.5,0,56.5,12.5,11567.7023,SR-69/HWY 69,SR-69/PORTER AVE,53,Jackson,3,11567.7023385744
10551,2024,5,752308,75320019,17500,C,F,F,W,F,788,0,0.238,8,0,99.9,4.5,381.7255,RAMP 75470164,SR 429 SB,75,Orange,5,381.725491131053
10552,2024,5,752087,75280089,20000,S,F,F,W,F,1080,0.688,1.238,8,0,99.9,5.4,882.7022,N/A,I-4 / SR 400 WB,75,Orange,5,882.702208192402
10553,2024,7,100089,10190000,141500,S,F,F,F,2,29008,17.423,21.163,9,0,52.2,20.5,6021.8923,CR-579/MANGO RD,Bridge No-100614,10,Hillsborough,7,6021.89234584805
10554,2024,1,044002,04504000,16600,F,F,F,F,1,2241,0,5.154,9.5,0,55.2,13.5,8277.9336,CHARLOTTE COUNTY,TOUT 761 TO KINGSHWY,04,Desoto,1,8277.93358497089
10555,2024,6,871048,87044000,42000,C,F,F,F,F,2688,7.012,7.733,9,0,52.7,6.4,1156.6833,GRANADA BLVD,SR-953/SW 42 AV,87,Miami-Dade,6,1156.68329670021
10556,2024,3,553022,55120000,13000,C,F,F,F,F,702,2.866,3.731,9,0,99.9,5.4,1392.793,SR-61 SB,RIVERS RD,55,Leon,3,1392.79298485832
10557,2024,3,555058,55100000,15900,E,F,F,F,D,731,0.942,1.998,9,0,66.1,4.6,1699.0406,SR-373/E ORANGE AVE,SR-363/DUVAL ST,55,Leon,3,1699.04055214808
10558,2024,5,758332,75040001,33500,S,F,F,F,F,1508,5.493,7.62,9,0,52.9,4.5,3414.5564,TRADEPORT DR,SR 482 / SANDLAKE RD,75,Orange,5,3414.5563945375
10559,2024,5,758129,75000194,18700,C,F,F,F,A,430,0,0.114,9,0,52.9,2.3,188.5639,VINELAND RD,MILLENIA BLVD,75,Orange,5,188.563892846569
10560,2024,4,869749,86000673,4700,F,F,F,F,F,385,0,0.504,9,0,53.7,8.2,811.4447,SW 31 AVE,RIVERLAND RD,86,Broward,4,811.444678871008
10561,2024,5,798234,79000731,11300,F,F,F,F,1,1718,0,1.474,9,0,57.7,15.2,2369.9535,HIDDEN LAKE DR,TAYLOR RD,79,Volusia,5,2369.95345452966
10562,2024,7,082025,08505000,15500,X,F,F,F,F,837,0,6.805,9,0,55.1,5.4,10943.4534,SR-50/CORTEZ BLVD,COMMERCIAL WAY,08,Hernando,7,10943.4533912658
10563,2024,5,758168,75000305,19900,S,F,F,F,F,1075,0,1.498,9,0,52.9,5.4,2407.1779,LAKE UNDERHILL RD,E COLONIAL DR,75,Orange,5,2407.17786947122
10564,2024,6,878689,87000962,19400,S,F,F,F,F,1649,0,2.219,9,0,52.7,8.5,3586.3103,SW 42 ST/BIRD RD,SW 8 ST,87,Miami-Dade,6,3586.31028034704
10565,2024,5,758125,75000190,21000,S,F,F,F,F,1134,0,1.496,9,0,52.9,5.4,2429.223,SR 436/SEMORAN BLVD,SR 551/GOLDENROD RD,75,Orange,5,2429.22301385316
10566,2024,2,729145,72000089,1700,V,F,F,F,F,34,0,0.921,9,0,54.9,2,1480.4241,PENMAN RD,1ST ST N,72,Duval,2,1480.42414047975
10567,2024,6,878473,87000295,20500,S,F,F,F,F,1230,0,0.569,9,0,52.7,6,904.4646,SR-823/NW 57 AVE,NW 52 AVE,87,Miami-Dade,6,904.464622915793
10568,2024,4,864261,86095059,11500,C,F,F,W,F,828,0,0.371,8,0,99.9,7.2,597.1058,I-95/SR-9 NB,I-595/SR-862 EB,86,Broward,4,597.105803694957
10569,2024,5,752137,75002042,3300,C,F,F,W,F,149,0,0.261,9.5,0,99.9,4.5,412.805,DALLAS BLVD,SR 528 WB,75,Orange,5,412.805044061979
10570,2024,3,530326,53540000,650,C,F,F,F,F,81,2.654,7.869,9.5,0,56.5,12.5,8407.8505,US-231/SR-75/GEORGIA,CR-167/FAIRVIEW RD,53,Jackson,3,8407.85045391225
10571,2024,3,530356,53513000,750,F,F,F,F,F,94,10.3,13.852,9.5,0,56.5,12.5,5720.119,SR-2/HWY 2,ALABAMA STATE LINE,53,Jackson,3,5720.11904000694
10572,2024,5,752311,75320022,100,C,F,F,W,F,5,0,0.339,8,0,99.9,4.5,547.5225,NEW INDEPENDENCE PKY,SB SR 429,75,Orange,5,547.522510185401
10573,2024,5,752078,75280101,13000,S,F,F,W,F,1014,0,0.267,8,0,99.9,7.8,430.9971,I-4 WB,N/A,75,Orange,5,430.997067673008
10574,2024,4,864266,86095056,16500,C,F,F,W,F,1188,0,1.298,8,0,99.9,7.2,2090.0177,SB SR-9/I-95,N/A,86,Broward,4,2090.01767252981
10575,2024,7,105048,10180000,34000,F,F,F,F,F,5168,0.376,1.826,9,0,55.4,15.2,2332.3289,INTERBAY BLVD,GANDY BLVD,10,Hillsborough,7,2332.3288715988
10576,2024,1,050272,05020000,5090,C,A,A,A,A,1349,0,9.75,9.5,0,53.1,26.5,15694.4306,US-27/SR-25,CURACAO CT,05,Glades,1,15694.4305673173
10577,2024,6,878274,87039500,13200,F,F,F,F,F,2218,0,1.868,9,0,52.7,16.8,3004.0097,SR-5/US-1,OLD CUTLER RD,87,Miami-Dade,6,3004.00967855699
10578,2024,3,555156,55130000,14500,F,F,F,W,F,725,1.758,2.2,9,0,99.9,5,712.3257,DOOMAR DR,US-319/SR-261/CAPITA,55,Leon,3,712.325734319352
10579,2024,2,724363,72280114,3700,C,F,F,W,F,503,0,0.137,8,0,99.9,13.6,214.0682,GORE AT 72070001,GORE AT I-95/SR-9,72,Duval,2,214.068150499956
10580,2024,5,755204,75040101,20000,S,F,F,W,F,1160,0,1.175,9,0,99.9,5.8,1833.4965,20-FT S OF MANDALAY,200-FT S OF PRINCE,75,Orange,5,1833.49649149457
10581,2024,2,720519,72010000,3900,C,F,F,F,F,437,0.445,1.931,9,0,54.9,11.2,2390.827,CR-121/BRANDY BRANCH,N/A,72,Duval,2,2390.82702424718
10582,2024,4,869749,86000654,4700,F,F,F,F,F,385,0,0.514,9,0,53.7,8.2,816.9254,PROSPECT RD,COMMERCIAL BLVD,86,Broward,4,816.92543856049
10583,2024,5,790495,79002000,72500,S,F,F,F,F,9208,35.319,40.901,9,0,52.1,12.7,8990.318,N/A,N/A,79,Volusia,5,8990.31797000422
10584,2024,7,089035,08600000,200,C,F,F,F,F,14,0,2.439,9.5,0,55.1,6.9,3950.039,CR-572/POWELL RD,OLYMPIA RD,08,Hernando,7,3950.03897565494
10585,2024,3,530369,53220000,4100,C,F,F,F,A,492,0,0.497,9.5,0,56.5,12,801.5022,WASHINGTON CO LINE,CR-164/LOVEWOOD RD,53,Jackson,3,801.502160294247
10586,2024,6,878696,87000969,12400,F,F,F,F,1,459,0,0.181,9,0,54.9,3.7,287.4714,W DIXIE HWY,NE 6 AVE,87,Miami-Dade,6,287.471360345833
10587,2024,2,725084,72010000,6600,X,F,F,F,F,739,2.771,2.935,9,0,54.9,11.2,263.81,HOLLYWOOD AVE,YELLOW WATER RD,72,Duval,2,263.809962206183
10588,2024,5,798189,79580000,900,S,F,F,F,F,64,6.713,7.216,9,0,57.7,7.1,809.5465,N LAKEVIEW DR,W NEW YORK AVE,79,Volusia,5,809.546537964636
10589,2024,5,752005,75039005,5400,S,F,F,W,F,151,0,0.313,8,0,99.9,2.8,503.8666,RAMP 75039001 EB 536,RAMP 75280127TOI-4WB,75,Orange,5,503.866561361715
10590,2024,1,045014,04040101,9600,S,F,F,W,2,1814,0.889,1.503,9,0,99.9,18.9,988.0224,N MONROE AVE,SR70 / MAGNOLIA ST,04,Desoto,1,988.022354912429
10591,2024,6,872530,87038000,47000,C,F,F,F,A,1927,3.15,3.636,9,0,54.9,4.1,783.6704,SR-823/W 4 AV,PALM AV/VETERANS WAY,87,Miami-Dade,6,783.670434713628
10592,2024,4,864021,86070029,11500,F,F,F,W,F,667,0,0.151,8,0,99.99,5.8,241.6348,SR 818/GRIFFIN RD,NB I-95 @ 6.348 MP,86,Broward,4,241.634820000598
10593,2024,3,553079,55080000,18900,C,F,F,F,F,454,4.208,4.825,9,0,66.1,2.4,992.58,SUTOR RD,CONNER BLVD,55,Leon,3,992.579957659041
10594,2024,3,610005,61040000,9200,F,F,F,F,1,1040,19.607,19.861,9.5,0,55,11.3,409.6033,CR-279/MOSSHILL RD,SR-277/COURT AVE,61,Washington,3,409.603262904613
10595,2024,5,798284,79000433,2700,C,F,F,F,F,192,0,1.218,9,0,57.7,7.1,1964.4755,LPGA BLVD,MARGARITAVILLE AVE,79,Volusia,5,1964.47550725086
10596,2024,7,977290,08470003,3700,C,F,F,W,F,451,0,0.179,9,0,99.9,12.2,291.5623,SR 589 NB,CR574/SPRING HILL DR,08,Hernando,8,291.562319927247
10597,2024,5,758148,75000233,10800,S,F,F,F,F,583,0,0.501,9,0,52.9,5.4,803.9066,GOLDENROD RD,CHICKASAW TRL,75,Orange,5,803.906619482074
10598,2024,5,972079,70470003,2100,C,F,F,W,F,336,0,0.606,9,0,99.9,16,973.2979,SR 528 EB,SR 524 SB,70,Brevard,8,973.297928286027
10599,2024,2,724451,72002236,15000,C,F,F,W,F,2040,0,0.334,8,0,99.9,13.6,536.8032,GORE 72002232 NB ON,GORE AT SR-9B SB,72,Duval,2,536.803198402855
10600,2024,3,577707,57030113,1900,C,F,F,W,F,103,0,0.18,9,0,99.9,5.4,287.0526,US-98/SR-30,CODY AVE,57,Okaloosa,3,287.052561717587
10601,2024,5,752041,75280055,18500,S,F,F,W,F,999,0,0.126,8,0,99.9,5.4,194.7422,I-4 WB,MICHIGAN ST,75,Orange,5,194.742160567358
10602,2024,2,729230,72000095,6500,F,F,F,F,F,130,0,1.438,9,0,54.9,2,2314.414,SR 10/ ATLANTIC BLVD,17TH ST,72,Duval,2,2314.41396298833
10603,2024,6,877080,87000321,11000,F,F,F,F,1,418,0,1,9,0,52.7,3.8,1626.6061,W 12 AVE/NW 67 AVE,W 4 AV/NW 57 AVE/RED,87,Miami-Dade,6,1626.60609600134
10604,2024,4,864000,86070009,15500,F,F,F,W,F,388,0,0.25,8,0,99.99,2.5,402.6576,NB I-95,EB SR-858/HALLANDALE,86,Broward,4,402.65763327092
10605,2024,5,750565,75006000,74500,C,F,F,F,F,4098,0,0.344,9,0,52.9,5.5,553.8198,75280098 WB OFF,FORMOSA AVE,75,Orange,5,553.819768429851
10606,2024,3,540094,54010000,4500,F,F,F,F,1,414,3.688,8.047,9.5,0,60.8,9.2,7017.7412,N/A,CR-158A/OLD LLOYD RD,54,Jefferson,3,7017.74119331428
10607,2024,2,723229,74030000,15400,C,F,F,F,A,1617,0,3.902,9,0,54.9,10.5,6279.3718,DUVAL CO LINE,CR-15A/MICKLER ST,74,Nassau,2,6279.37181210203
10608,2024,5,752069,75280075,12000,S,F,F,W,F,648,0,0.092,8,0,99.9,5.4,142.696,PRINCETON ST,I-4 WB,75,Orange,5,142.696038605919
10609,2024,1,064016,06000015,450,R,F,F,F,F,102,0,4.172,9.5,0,60.3,22.7,6713.5566,SR 66,N HAMMOCK RD,06,Hardee,1,6713.55658697941
10610,2024,3,570110,57040000,14500,C,F,F,F,A,1073,19.573,20.246,9,0,63.2,7.4,1086.7795,57160118 SB ON,COUNTY LINE RD,57,Okaloosa,3,1086.77948033325
10611,2024,3,550139,55170000,14500,F,F,F,F,A,914,0,3.34,9.5,0,66.1,6.3,5372.7292,WAKULLA CO LINE,US-319/SR-369 NB,55,Leon,3,5372.72921428645
10612,2024,5,752092,75280004,15000,S,F,F,W,F,810,0,0.316,8,0,99.9,5.4,511.977,I-4 / SR 400 WB,CONROY RD EB,75,Orange,5,511.976978127512
10613,2024,5,750561,75060000,45500,C,F,F,F,A,3322,12.736,16.538,9,0,52.9,7.3,6110.8492,SR 408,N/A,75,Orange,5,6110.84923405111
10614,2024,2,729018,72000075,10500,C,F,F,F,F,210,0,1.26,9,0,54.9,2,2025.6061,DEAN RD,SR-212/BEACH BLVD,72,Duval,2,2025.6060676186
10615,2024,6,878472,87000294,7900,S,F,F,F,F,221,0,0.788,9,0,52.7,2.8,1257.0165,NW 163 ST,NE 15 AVE,87,Miami-Dade,6,1257.01648781279
10616,2024,4,864263,86095058,11000,C,F,F,W,F,792,0,1.46,8,0,99.9,7.2,2350.4328,WB I-595,N/A,86,Broward,4,2350.43279700573
10617,2024,4,862455,86070000,249000,E,F,F,F,F,24153,4.13,5.155,8,0,52.5,9.7,1648.7712,Bridge No-860576,Bridge No-860579,86,Broward,4,1648.77119098956
10618,2024,3,530265,53540000,1400,F,F,F,F,F,175,0,2.446,9.5,0,56.5,12.5,3943.5181,MACEDONIA RD,US-231/SR-75/GEORGIA,53,Jackson,3,3943.51813234617
10619,2024,3,530006,53507000,500,F,F,F,F,F,63,0,5.32,9.5,0,56.5,12.5,8576.0818,SR-273/HWY 273,SR-2/HWY 2,53,Jackson,3,8576.08182517597
10620,2024,5,702114,70004012,5300,S,F,F,W,F,286,0,0.19,9,0,99.9,5.4,313.0702,SR 404,SR 5,70,Brevard,5,313.070204663991
10621,2024,5,798188,79580000,1350,S,F,F,F,F,96,5.957,6.713,9,0,57.7,7.1,1216.63,S LAKEVIEW DR,N LAKEVIEW DR,79,Volusia,5,1216.63000591663
10622,2024,7,977133,10160047,4100,C,F,F,W,F,500,0,0.173,8,0,99.9,12.2,267.9571,SR-597 / DALE MABRY,CR-587 / GUNN HWY,10,Hillsborough,7,267.957063427231
10623,2024,1,051234,05000002,200,V,F,F,F,F,58,0,2.5,9.5,0,56.3,29.1,4024.2058,US27/SR25/HICPOCHEE,UP 050064,05,Glades,1,4024.20580654532
10624,2024,6,878276,87041500,17000,F,F,F,F,F,2856,0,1.672,9,0,52.7,16.8,2694.2544,SW 117 AVE,US-1/SR 5/S DIXIE HW,87,Miami-Dade,6,2694.25436704227
10625,2024,2,722750,72280233,5100,C,F,F,W,F,102,0,0.137,8,0,99.9,2,220.5567,GORE AT EMERSON ST,GORE AT I-95 SB,72,Duval,2,220.556700642335
10626,2024,5,750075,75050000,50500,C,F,F,F,A,2828,4.055,4.557,9,0,52.9,5.6,808.3086,S PARK AVE,DANIELS RD,75,Orange,5,808.308611455283
10627,2024,4,869053,86000674,9200,F,F,F,F,F,754,0,0.127,9,0,55.8,8.2,204.6474,SW 20 AVE,SW 18 AVE,86,Broward,4,204.647352619432
10628,2024,4,864638,86060002,1700,F,F,F,W,F,427,0,0.539,8,0,99.99,25.1,864.6402,EB I-75/SR-93,SB US-27/SR-25,86,Broward,4,864.640202959344
10629,2024,7,089021,08500000,1700,C,F,F,F,F,117,0,1.974,9.5,0,55.1,6.9,3174.613,CR-491/CITRUS WAY,PONCE DE LEON BLVD,08,Hernando,7,3174.61300584465
10630,2024,5,758167,75000304,22500,F,F,F,F,1,225,0,5.5,9,0,52.9,1,8848.2708,DEAN RD,AVALON PARK BLVD,75,Orange,5,8848.27076920701
10631,2024,6,878692,87000965,27000,S,F,F,F,F,1242,0,0.998,9.5,0,54.9,4.6,1593.7674,NW 127 AVE,NW 117 AVE,87,Miami-Dade,6,1593.76744798423
10632,2024,5,758128,75000193,5500,F,F,F,F,1,616,0,0.632,9,0,52.9,11.2,1001.7459,BRIERCLIFF DR,ANDERSON ST,75,Orange,5,1001.74588500086
10633,2024,5,797094,79502000,13500,F,F,F,F,1,1850,3.956,4.344,9,0,57.7,13.7,623.6948,N/A,PROVIDENCE BLVD,79,Volusia,5,623.694839568863
10634,2024,5,750488,75037000,49500,S,F,F,F,2,842,0,2.152,9,0,52.9,1.7,3458.1604,SR-50/E COLONIAL DR,UNIVERSITY BLVD,75,Orange,5,3458.16043994053
10635,2024,5,737009,73513000,9500,S,F,F,W,2,228,0.355,0.525,9,0,99.9,2.4,274.5148,N/A,N/A,73,Flagler,5,274.514821240194
10636,2024,4,864251,86095143,22500,F,F,F,W,F,968,0,0.416,8,0,99.9,4.3,669.0633,SR-84 WB,I-595 WB,86,Broward,4,669.063334763573
10637,2024,3,555045,55090000,21500,F,F,F,F,1,624,2.02,2.162,9,0,66.1,2.9,226.5846,S AUSLEY RD,S OCALA RD,55,Leon,3,226.584584441816
10638,2024,3,460107,61080000,10500,E,F,F,F,F,1659,0,4.392,9.5,0,55.7,15.8,7080.7761,BAY CO LINE,GREENHEAD RD,61,Washington,3,7080.77608169617
10639,2024,7,105370,10160000,66000,S,F,F,F,F,3168,4.818,6.167,9,0,55.4,4.8,2170.3883,SOUTH VILLAGE DR,W BEARSS AVE,10,Hillsborough,7,2170.38826039743
10640,2024,5,798180,79000415,9000,S,F,F,F,2,333,0,0.211,9,0,57.7,3.7,337.9219,FLUHART DR,ORMOND PKWY,79,Volusia,5,337.921869356859
10641,2024,7,080037,08150000,62500,S,F,F,F,2,20063,7.054,11.468,10.5,0,54.6,32.1,7105.0243,Bridge No-080086,SUMTER CO LINE,08,Hernando,7,7105.02425064964
10642,2024,5,757019,75000231,37000,C,F,F,F,A,1221,4.709,5.558,9,0,52.9,3.3,1366.3353,RIVER DELTA DR,LAKE UNDERHILL RD,75,Orange,5,1366.33533030992
10643,2024,5,702049,70225094,2100,F,F,F,W,1,168,0,0.164,9,0,99.9,8,265.9549,SR-406,I-95/SR-9,70,Brevard,5,265.954866616282
10644,2024,2,726003,72003065,2200,E,F,F,F,F,299,0,1.099,9,0,54.9,13.6,1771.649,INTL AIRPORT BLVD,DEAD END,72,Duval,2,1771.64901845951
10645,2024,4,869147,86000649,700,F,F,F,F,F,57,0,0.107,9,0,55.8,8.2,165.0176,SW 42 AVE,US-441/SR-7,86,Broward,4,165.017598591825
10646,2024,5,708204,70000536,1600,C,F,F,F,F,72,0,2.495,9,0,53.8,4.5,4013.4128,DIXIE WAY,VOLUSIA CO LINE,70,Brevard,5,4013.41276190061
10647,2024,2,724045,72290250,2600,C,F,F,W,F,354,0,0.223,8,0,99.9,13.6,357.989,GORE PECAN PARK RD,GORE AT I-95 NB,72,Duval,2,357.989017466619
10648,2024,2,729231,72000100,5400,F,F,F,F,F,108,0,2.645,9,0,54.9,2,4263.4568,BEGIN BR NO 720400,PLUMMER RD,72,Duval,2,4263.45679809249
10649,2024,5,797050,79504500,28500,S,F,F,F,2,656,4.485,7.948,9,0,57.7,2.3,5577.4921,LAKE HELEN/OSTEEN RD,FORT SMITH BLVD,79,Volusia,5,5577.49211872489
10650,2024,5,752085,75039008,4700,S,F,F,W,F,132,0,1.608,9,0,99.9,2.8,2582.2307,I-4 / SR 400 EB,SR 536 WB,75,Orange,5,2582.23073334033
10651,2024,1,040006,04040000,6600,S,F,F,F,2,1940,20.19,31.77,9.5,0,55,29.4,18643.0462,CR 760,HIGHLANDS CO  LINE,04,Desoto,1,18643.046219928
10652,2024,6,876060,87037201,15500,C,F,F,W,A,651,0,0.264,8,0,99.9,4.2,422.5111,87004024 SB OFF,SR-907/ ALTON RD,87,Miami-Dade,6,422.511117068064
10653,2024,4,864023,86070026,13000,F,F,F,W,F,754,0,0.179,8,0,99.99,5.8,288.5869,SR-818/GRIFFIN RD EB,I-95/SR-9 SB,86,Broward,4,288.586897776949
10654,2024,3,555117,55090003,6200,F,F,F,W,1,118,3.438,4.415,9,0,99.9,1.9,1576.3764,WOODWARD,ADAMS ST,55,Leon,3,1576.37637311256
10655,2024,3,610036,61060000,5500,F,F,F,F,F,633,0.038,0.12,9.5,0,55,11.5,132.1981,SR-277 FRONTAGE RD,CHURCH ST,61,Washington,3,132.198138867703
10656,2024,5,752399,75039001,13000,E,F,F,W,F,364,0.336,1.098,9,0,99.9,2.8,1228.2979,N/A,N/A,75,Orange,5,1228.29794737014
10657,2024,5,798270,79000422,1250,C,F,F,F,F,89,0,0.23,9,0,57.7,7.1,371.4466,MAIN TRL,MAIN TRL,79,Volusia,5,371.446552124762
10658,2024,7,140094,08150000,66000,E,F,F,F,F,5874,0,7.054,10.5,0,54.9,8.9,11354.4382,PASCO CO LINE,Bridge No-080086,08,Hernando,7,11354.4382031188
10659,2024,5,750042,75000265,26000,F,F,F,F,F,1248,0.71,2.86,9,0,52.9,4.8,3458.9317,N/A,N/A,75,Orange,5,3458.93165287992
10660,2024,5,970336,70470000,63000,C,F,F,F,F,10080,0,0.815,10.5,0,58.3,16,1311.1156,ORANGE CO LINE,N/A,70,Brevard,8,1311.11561699945
10661,2024,2,725094,72004000,38000,C,F,F,F,F,988,0,0.1,9,0,53.9,2.6,169.5832,ST JOHNS CO LINE,N/A,72,Duval,2,169.583216501343
10662,2024,3,575104,57030000,49000,F,F,F,F,F,2156,12.241,12.77,9,0,57.5,4.4,854.2162,SANTA ROSA BLVD,PARK,57,Okaloosa,3,854.216179133584
10663,2024,3,555161,55130002,14000,F,F,F,W,A,350,0,0.591,9,0,99.9,2.5,934.0613,CAPITAL CIR,END OF MEDIAN WALL,55,Leon,3,934.061250379224
10664,2024,5,752091,75280002,6100,S,F,F,W,F,329,0,0.401,8,0,99.9,5.4,648.9455,CONROY RD,I-4 / SR 400,75,Orange,5,648.94547586094
10665,2024,2,729157,72000110,12000,S,F,F,F,F,240,0,2.63,9,0,54.9,2,4226.7326,PRITCHARD RD,GARDEN ST,72,Duval,2,4226.73262775309
10666,2024,4,864239,86095069,15500,F,F,F,W,F,465,0,0.341,8,0,99.9,3,549.4555,EB I-595,US-1/SR-5/FEDERAL HY,86,Broward,4,549.455518161476
10667,2024,4,862506,86070000,194000,C,F,F,F,A,18818,23.678,24.635,8,0,52.5,9.7,1539.2662,SR-869 / SW 10 ST,Bridge No-860124,86,Broward,4,1539.26617429936
10668,2024,5,750392,75003000,58000,S,F,F,F,2,4234,6.548,7.341,9,0,52.9,7.3,1276.1666,DAHLIA DR,SR-50 WB,75,Orange,5,1276.1665807607
10669,2024,3,530364,53690000,1300,C,F,F,F,F,163,0,2.66,9.5,0,56.5,12.5,4281.0051,CR-286/OCHEESEE LNDG,53002022 EB OFF,53,Jackson,3,4281.00511552642
10670,2024,2,745015,74040000,13100,C,F,F,F,F,4074,15.294,15.637,9,0,53.2,31.1,552.1822,WARRIOR DR,US-1/23/SR-15,74,Nassau,2,552.18216991826
10671,2024,5,752007,75280082,15000,S,F,F,W,F,870,0,0.218,9,0,99.9,5.8,352.3309,SR 535/APOPKA-VINELA,I-4 / SR 400 EB,75,Orange,5,352.330909307505
10672,2024,7,102660,10190023,9900,C,F,F,W,F,545,0,0.271,9,0,99.9,5.5,431.4688,I-275 / SR-93,US-92 / SR-600,10,Hillsborough,7,431.46884925862
10673,2024,5,758142,75000227,18000,S,F,F,F,F,972,0,4.155,9,0,52.9,5.4,6690.2807,CURRY FORD RD,N/A,75,Orange,5,6690.28069721919
10674,2024,3,571507,57040000,24000,C,F,F,F,A,1272,11.443,12.258,9,0,52.4,5.3,1316.1761,FROM SR-190,SR-397,57,Okaloosa,3,1316.17608076941
10675,2024,3,550011,55120000,7800,F,F,F,F,A,351,1.476,2.866,9.5,0,66.1,4.5,2237.9854,N/A,SR-61 SB,55,Leon,3,2237.98536572301
10676,2024,3,555058,55100001,15900,E,F,F,F,D,731,0,0.198,9,0,66.1,4.6,319.2055,SR-363/ADAMS ST NB,BROUNOGH ST,55,Leon,3,319.205470255091
10677,2024,5,750355,75050000,39000,S,F,F,F,F,1755,12.277,13.739,9,0,52.9,4.5,2353.6786,KIRKMAN RD,FAIRVILLA RD,75,Orange,5,2353.67857804377
10678,2024,2,729142,72000081,26000,V,F,F,F,F,520,0,1.5,9,0,54.9,2,2411.321,HOOD RD,SAN JOSE BLVD,72,Duval,2,2411.32099244163
10679,2024,6,877104,87000311,7100,C,F,F,F,A,1882,0,0.717,8,0,54.9,26.5,1155.0675,NW 25 ST,ON RAMP FR NW 25 ST,87,Miami-Dade,6,1155.06748817165
10680,2024,4,860449,86065000,33000,C,F,F,F,A,2970,6.533,8.633,9,0,55,9,3379.4523,N/A,COPANS RD,86,Broward,4,3379.4522662303
10681,2024,1,094119,09000015,1200,F,F,F,F,1,30,0,0.933,9,0,64.3,2.5,1498.3741,LAKEVIEW DR,CR 634/LAKEVIEW DR,09,Highlands,1,1498.37411434209
10682,2024,3,530296,53505000,1400,C,F,F,F,F,175,0,1.686,9.5,0,56.5,12.5,2713.4866,SR-73/HWY 73,SR-71/HWY 71,53,Jackson,3,2713.48663114008
10683,2024,6,872529,87001000,38000,C,F,F,F,F,1634,1.142,2.428,9,0,52.7,4.3,2070.8364,N/A,SW 152 AV,87,Miami-Dade,6,2070.83640759412
10684,2024,5,700389,70004000,24000,C,F,F,F,F,1296,4.062,4.59,9,0,53.8,5.4,851.1456,Bridge No-700083,SR-A1A,70,Brevard,5,851.145589625515
10685,2024,5,797098,79525000,7300,S,F,F,F,2,891,0,1.066,9,0,57.7,12.2,1714.9216,PIONEER TRL,N/A,79,Volusia,5,1714.9216499577
10686,2024,7,102023,10190000,143500,S,F,F,F,2,15355,12.006,12.858,9,0,52.2,10.7,1371.9738,Bridge No-100586,Bridge No-100588,10,Hillsborough,7,1371.9738236582
10687,2024,1,044028,04520000,700,F,F,F,F,1,180,0,6.366,9.5,0,55.2,25.7,10207.725,CR 769,SR 72,04,Desoto,1,10207.7249868636
10688,2024,6,871050,87044000,60500,C,F,F,F,A,4235,4.218,5.187,9,0,52.7,7,1554.601,SR-826 / SB,SW 67 AVE,87,Miami-Dade,6,1554.6009707505
10689,2024,4,864020,86070028,16000,F,F,F,W,F,928,0,0.274,8,0,99.99,5.8,440.4463,NB I-95 @ 5.882MP,EB GRIFFIN RD,86,Broward,4,440.446315697499
